"Ilan_id","SirketAdi","Sektor","Konum","Aciklama","Pozisyon","Deneyim","Egitim","CalismaSekli","Sifre"
"595","ATILGAN OTOMOTİV SANAYİ SERVİS HİZMETLERİ İÇ VE DIŞ TİCARET A.Ş","Otomotiv ","İstanbul ","- MYO veya 4  yıl üniversite mezunu,
- Tercihen, otomotiv, pazarlama, halkla ilişkiler bölümlerinden mezun
- Benzer pozisyonlarda en az 2 yıl tecrübeli
- Yoğun iş temposuna ayak uydurabilecek, Prezantabl
- Takım çalışmasına uyumlu
- Tercihen Renault marka deneyimli,
- Erkek adaylar için askerlik görevini tamamlamış
- Windows ve Office uygulamalarına hakim
- Sürücü belgesi sahibi ve aktif araç kullanan
- Tercihen Sancaktepe-Sultanbeyli bölgesinde ikamet eden 
-3 Yıl Ford marka deneyimi olan,


İŞ TANIMI
Atılgan Otomotiv Renault Plazamızda görevlendirilmek üzere Servis Danışmanı aramaktayız. 
","Renault Servis Danışmanı","En az 2 yıl tecrübeli","Önlisans ","Tam Zamanlı","1234"
"596","Set Kurumsal Hizmetler Tic. A.Ş","Hizmet ","İstanbul ","_x000D_
_x000D_
Genel muhasebe uygulamalarına hâkim (Yönetim muhasebesi, Dönem sonu işlemleri, Vergi beyannameleri, mali tablo hazırlama.vb.),Üniversitelerin ilgili bölümlerinden mezun,MS Office uygulamalarını iyi derecede bilen,İnsan ilişkilerinde başarılı, stres ve kriz yönetimi konularında deneyimli,Disiplinli, çözüm odaklı ve analitik düşünebilen,Sorumluluk alma ve inisiyatif kullanma konusunda yetkin,LOGO GO programını iyi derecede kullanabilen,Esnek çalışma saatlerine ayak uydurabilecek,Erkek adaylar için askerlik hizmetini tamamlamış,Tercihen SMMM Stajyeri,_x000D_
_x000D_
_x000D_
_x000D_
İş Tanımı_x000D_
_x000D_
KDV, Muhtasar, Damga, Geçici ve Kurumlar Vergisi beyanname ve SGK aylık prim ve hizmet bildirgelerinin hazırlanması ve kontrolü,Genel muhasebe süreçleri, dönem sonu işlemleri, yevmiye kayıtları kontrolü, karşıt incelemelerin cevaplanması, Mali tablo ve raporların hazırlanması ve kontrolü,Bağlı personelin işlerinin kontrol, denetim ve koordinasyonu, _x000D_
_x000D_
","Muhasebe Şefi","5 - 10 yıl arası"," Lisans ","Tam Zamanlı","1234"
"597","Ekol Lojistik","Uluslararası Taşımacılık ve Nakliyat","İstanbul ","_x000D_
1990 yılında kurulmuş olan şirketimiz, Türkiye'de ve yurtdışında 7500  çalışanı ile 15 ülkede faaliyet göstermektedir.Her geçen gün daha da hızlı büyüyen ve üst düzey teknoloji uygulamalarıyla sektörüne ilham veren şirketimiz için İstanbul (Anadolu Yakası)’nda değerlendirilmek üzere aşağıda belirtilen kriterlere uygun “Sabit Kıymet Uzmanı” arayışımız bulunmaktadır. _x000D_
İş Tanımı:_x000D_
_x000D_
_x000D_
_x000D_
_x000D_
 Şirketin Demirbaş Yönetim Sistemi prosedürüne uygun olarak çalışması için belirlenen yöntemlerin uygulanmasını ve devam ettirilmesini sağlamak, Demirbaş Yönetim Sisteminin uygunluğunun ve etkinliğinin devamlılığının sağlanması için kuruluş içi planlama ve sayımların gerçekleştirilmesini sağlamak, Sayım sonuçlarının analizlerini gerçekleştirip üstüne raporlamak, Sayım sonucu ortaya çıkan iyileştirme aksiyonları faaliyetlerini başlatıp koordine etmek, sonuçlanması için takibini yapmak,Sayım sonuçlarını yedeklemek ve her birime ait sonuçları birim demirbaş görevlileri ile paylaşmak, Birim demirbaş görevlilerinin birimlerine zimmetli bulunan bütün demirbaşlarının hareketlerini (temini, kaydı ve takibi) kontrol altında tutmak ve güvence altına almak,Yeni alınacak demirbaşların tüm hareketlerini (kayıt, zimmet, sisteme giriş) ilgili demirbaş görevlileri ile koordine olarak yürütmek, takip ve kontrol etmek ve tüm süreci güvence altına almak, Proje geçişlerinde, kapanışlarında veya herhangi bir değişiklik durumunda demirbaşlarının hareketlerinin takibini, zimmetlemesini, mutabakatını ve tüm işlemlerini ilgili birimler ile koordine bir şekilde yürütmek, Demirbaş Yönetim Sistemindeki uygunsuzlukların giderilmesi için gerekli faaliyetlerin Birim Demirbaş Görevlileri ile koordine bir şeklilde başlatılmasını, takibini ve kontrolünü sağlamak, Demirbaş Yönetim Sistemi gereklilikleri ile ilgili birim demirbaş görevlilerine düzenli eğitim vermek ve gerekli durumlarda tazeleme eğitimlerini düzenlemek, Sistemin devamlılığı ve sürekli iyileştirilmesi için tedarikçi firma ile koordinasyonu ve gerekli durumlarda iletişimi sağlamak._x000D_
   _x000D_
_x000D_
    Genel Nitelikler:_x000D_
_x000D_
_x000D_
_x000D_
Üniversitelerin ilgili bölümlerinden mezun, İyi derecede İngilizce bilen, En az 3 yıl bu alanda bilgi ve deneyim sahibi, MS Office programlarına hakim, Analitik düşünme yeteneği gelişmiş, Takım çalışmasına yatkın, iletişim yeteneği güçlü, Planlama ve organizasyon yeteneği güçlü, Çözüm ve sonuç odaklı, Erkek adaylar için askerliğini tamamlamış._x000D_
_x000D_
_x000D_
_x000D_
","Sabit Kıymet Uzmanı","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"598","DeFacto Perakende Ticaret Anonim Şirketi","Perakende satış","İstanbul ","Volo Kompozit ve Mühendislik LTD. ŞTİ. Havacılık, Uzay ve Savunma sanayi için parçalar tasarlamakta ve üretmektedir. Bu bağlamda müşterilerimize, kompozit parçaların tasarımları hususunda tam destek sağlamaktayız. Firmamızda teknisyen kadrosu ile görevlen","SÜREÇ GELIŞTIRME UZMANI","More than 2 years of experience","Lisans   Lisansüstü","Full-Time","1234"
"599","YILPORT Holding","Holding ve Şirketler Grubu","Kocaeli","_x000D_
2005 yılında Gebze Terminali'nde operasyonlara başlayan Türkiye'nin en büyük limanlar şirketi YILPORT HOLDING, bütün kargo tipleri için yerleşik hizmetleri yöneten birinci sınıf bir liman yönetimi haline gelerek, eşsiz uzmanlığını ve tek noktadan toplam tedarik zinciri çözümleri değer önerisini geliştiren bir limanlar şirketidir. Günümüze kadar olan sürede, Yılport Gebze, Yarımca, Gemlik, Malta Freeport, İsveç Gavle, İsveç Stockholm, Norveç Oslo Konteyner Terminalleri ile birlikte İspanya, Portekiz, Ekvador ve Peru'daki stratejik limanları ve Solventaş Sıvı Yük Terminalini de bünyesine katarak yatırımların teknoloji ve genişleme üzerine yoğunlaşmasıyla, YILPORT Holding endüstriyel limanlar zinciri haline gelmiştir. Varolan değerlerine paralel olarak optimum müşteri hizmeti için entegre edilmiş lojistik çözümleri ile dünya çapında bir liman lojistik-grubu haline gelmeyi amaçlamaktadır. YILPORT Holding Gebze ve Yarımca terminallerinde görevlendirilmek üzere ""Vinç Operatörü""  arayışındadır; _x000D_
_x000D_
_x000D_
En az Lise Mezunu, _x000D_
Vinç Operatörlüğü belgesine sahip olmak , _x000D_
Tercihen Limancılık ve Lojistik sektöründe çalışmış, _x000D_
Minimum 2 yıl tecrübeli, _x000D_
Vardiyalı çalışabilecek, _x000D_
Askerlik ile ilişiği bulunmayan, _x000D_
Kocaeli çevresinde ikamet eden ve edebilecek_x000D_
_x000D_
_x000D_
","Vinç Operatörü","Tecrübeli ve Tecrübesiz","Lise  ","Tam Zamanlı","1234"
"600","SENSORMATİC GÜVENLİK HİZMETLERİ TİC A.Ş.","Elektronik Güvenlik Sistemleri","İstanbul "," Lisanslerin Elektrik, Elektronik, Kontrol, Haberleşme veya Bilgisayar Mühendisliği ve ilgili bölümlerinden mezun,Donanım tasarım ve Arge projelerinde, ürün geliştirme alanında en az 2 yıl deneyimli,Yeniliklere açık, sürekli kendini geliştirme eğiliminde olan,İyi derecede İngilizce bilen,İnsan ilişkileri kuvvetli, ekip çalışması ve işbirliğine yatkın,Sonuç ve müşteri odaklı,Kaynakları etkin ve verimli kullanabilen,Analitik düşünme ve problem çözme becerileri gelişmiş,Başarma azmi ve sorumluluk duygusu yüksek,Seyahat engeli bulunmayan,Aktif olarak araç kullanabilen,Askerlik hizmetini tamamlamış, minimum 3 yıl tecilli (erkek adaylar için)İŞ TANIMIProjelerdeki fonksiyonel özelliklerin, ürün ve sistem seviyesindeki test, analiz, geliştirme çalışmalarının yapılması,Piyasadaki ürünlerin incelenmesi ve gerekli fizibilite çalışmalarının yapılması,Verimliliği arttırmaya yönelik projeleri yürütmek,Dışarıda üretim gerekliliği olan ürünlerin, üretim faaliyetlerinin koordinasyonunu sağlamak,Tüm proseslerde süreçlerin takip, denetim, yönetim odaklı çalışacak,Sürekli iyileştirme ve inovatif çalışmalara liderlik edip yönetecek.","Arge Mühendisi","2 - 5 yıl arası"," Lisans ","Tam Zamanlı","1234"
"601","Ersur Tekstil","Tekstil","Bilecik","_x000D_
_x000D_
_x000D_
 Lisanslerin Güzel Sanatlar Moda ve Tekstil Tasarımı bölümlerinden mezun,Modayı kendine bir yaşam tarzı olarak benimsemiş, dünya moda trendlerini yakından takip eden,Photoshop, Illustrator, programlarında aktif olarak çizim yapabilen,Grafic design ve Moodboard hazırlama yetisine sahip,Çok iyi derecede İngilizce bilen,Seyahat etme engeli olmayan,Sosyal, insan ilişkileri kuvvetli.Eskişehir veya Bozüyükte ikamet eden, edebilecek_x000D_
_x000D_
","Moda Tasarımcısı","Tecrübeli ve Tecrübesiz"," Lisans ","Tam Zamanlı","1234"
"602","Avansas Ofis Malzemeleri Tic. A.Ş","E-ticaret","İstanbul ","_x000D_
Türkiye’nin 1 numaralı online ofis malzemeleri tedarikçisi Avansas.com, hem internet üzerinden, hem de güçlü satış kadrosu ile, farklı ölçekteki kurumsal şirketlerin ihtiyaçları olan tüm ofis malzemelerini tek bir adresten karşılamaktadır._x000D_
Odağında müşteri memnuniyeti olan Avansas.com, satın alım süreçlerinde hem paradan hem de zamandan tasarruf imkanı sağlamakla birlikte müşterileri için gizli maliyetler yaratan konuları ortadan kaldırmayı hedeflemektedir._x000D_
Türkiye’nin en hızlı büyüyen ofis malzemeleri şirketi Avansas.com, Genel Müdürlüğünde çalışacak, aşağıda belirtilen niteliklere sahip_x000D_
KURUMSAL İLETİŞİM UZMANI aranmaktadır._x000D_
_x000D_
_x000D_
Lisans derecesinde mezun,Kurumsal İletişim Uzmanı olarak en az iki sene ajans veya firma bünyesinde iş tecrübesi olan,Tercihen e-ticaret tecrübesi bulunan,Sosyal medya ajansı ve PR ajansı yönetmiş/yönetebilen,Sunum ve temsil yeteneği gelişmiş, iletişim yönü kuvvetli, dışa dönük,Pazarlama diline ve güncel bilgilere hakim,Alanı ile ilgili gelişmelere meraklı, kendisini pazarlama alanında sürekli geliştiren,Araştırmacı ve sorun çözüm odaklı,Basın bülteni hazırlama bilgisine ve tecrübesine sahip,Yazılı ve görsel basında haberlerin oluşturulması ve ajans ilişkilerinin yönetiminde görev almış,Sorumluluk sahibi ve gerektiğinde inisiyatif alabilecek, kriz durumlarını idare edebilecek,Erkek adaylar için askerlikle herhangi bir ilişiği olmayan. _x000D_
_x000D_
_x000D_
POZİSYON TANIMI_x000D_
_x000D_
_x000D_
Şirket içi iletişim faaliyetlerini organize etmek,Kurumsal kimlik çalışmalarını yürüterek firmanın pazarda tanınmasını sağlamak,Web sitesi içeriklerini güncellemek, sosyal medya faaliyetlerini yönetmek, yazılı ve görsel basın takiplerini yapmakTV, radyo ve gazete üzerinden yapılacak reklam faaliyetlerini yönetmek, halkla ilişkiler faaliyetlerini planlamak ve değerlendirmek,3rd party yönetimi yaparak dış kaynak firmalar ile belirtilen projeleri yürütmek ve yönetmek,Ajanslarla yapılan sözleşmelerin içeriklerini hazırlamak ve uygunluğunu kontrol etmek, firmanın sözleşme maddelerine uyup uymadığını denetlemek,PR, sosyal medya, TV, radyo ve gazete reklamlarının içeriklerinin belirlenmesine katkı sağlamak,Yeni müşteri kazanımına katkı sağlamak için online ve offline süreçleri şirket içi ve dışı kanallarla birlikte planlanan bütçe dahilinde marka bilinirliğini arttırmak,Potansiyel pazarda müşteri davranışlarını anlamak için yapılan pazar araştırma çalışmalarına göre ekip ile beraber uygun stratejiler geliştirmek ve belirlemek,Kurumsal kimlik içeren tüm yazılı ve görsel materyalin basımından sorumlu olmak, ilgili firmalardan fiyat teklifleri almak,Basın bültenlerini oluşturmak._x000D_
","Kurumsal İletişim Uzmanı","En az 1 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"603","PİRELLİ OTOMOBİL LASTİKLERİ A.Ş.","Otomobil ","Kocaeli","Şirketimizin Kalite ve Teknoloji departmanları için ""Kalite ve Teknoloji Uzun Dönem Stajyeri"" olarak çalışmak üzere aşağıdaki niteliklere sahip takım arkadaşı arıyoruz. İş yeri Kartepe/Kocaeli'dir.

• 2. veya 3. sınıf lisans, tercihen Mühendislik Programları veya ilgili herhangi bir alanda. 

• Öğrenmeye istekli ve SEÇ, Kalite ve Teknoloji'de kariyer hedefine sahip olmak. 

• Okul döneminde haftada en az 5 gün tam zamanlı çalışabilecek.

• İyi derecede yazılı ve sözlü İngilizce bilen. 

• MS Office programlarına iyi derecede hakim (İleri düzeyde MS Office Excel makro bilgisine sahip). 

• Analitik düşünme yeteneğine sahip, proaktif, kendine güvenen, yaratıcı ve detaylara güçlü bir şekilde dikkat eden.

• İnsan odaklı, kendi kendini motive edebilen, hızlı öğrenen","Kalite ve Teknoloji","No experience preference","Bachelor’s(Student)","Full-Time","1234"
"604","Karbel Konfeksiyon- Kartopu Tekstil Mam.Paz.Tic.Sa","Kalite","Bilecik","_x000D_
_x000D_
_x000D_
 Lisanslerin mühendislik fakültelerinden mezun,Benzer görevde en az 5 yıl tecrübeli,İyi düzeyde İngilizce bilen,Kalite Sistem süreçlerini yürütebilecek,KPI parametreleri tespiti ve raporlanması konusunda tecrübe sahibi,Kalite Yönetimi Sistemleri ve Sosyal Sorumluluk ile ilgili denetim ve belgelendirme süreçlerinde tecrübe sahibi,Sürekli iyileştirme ve Yalın üretim prensipleri konusunda tecrübe sahibi,Analitik düşünce yapısına sahip, araştırmacı ve yeniliklere açık, odaklı çalışan, zamanını iyi yönetebilen, dikkatli,Sorumluluk ve inisiyatif alan yapıda olan,Analitik bakış açışına sahipBozüyük, Eskişehir civarında ikamet eden ya da edebilecek olan._x000D_
_x000D_
","Kalite Sistem Mühendisi","En az 5 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
"605","ATASAY KUYUMCULUK SAN.VE TİC.A.Ş.","Restaurant - Cafe - Bar","İstanbul   ","
Genel Nitelikler:


En az lise mezunu (Lise ve Üniversitelerin Gastronomi ve Aşçılık Bölümleri)Tercihen Ev Aşçılığı ve Özel Aşçılık deneyimi olanDünya mutfağına, Izgara ürün hazırlığına hakimMenü hazırlama da deneyim sahibiMutfak alanında Aşçılık alanında ustalık belgesine sahip,Yaratıcılık yönü kuvvetli,Mesleki trend ve uygulamaları takip eden.



İşin Tanımı:
Yemeklerin yapılması ve servis edilmesi,
Mutfaktan arta kalan zamanlarda evin genel temizliği ve düzenin sağlanması, diğer çalışanların iş planlamasının yapılması,
Alışverişin planlanması ve ve veya yapılması gibi süreçlerini eksiksiz takip ederek yerine getirecek "" Yatılı "" Aşçı aramaktayız
","Aşçı","2 - 5 yıl arası","Lise ","Tam Zamanlı","1234"
"606","Volo Kompozit ve Mühendislik ltd. şti.","Savunma Sanayi","Ankara","Volo Kompozit ve Mühendislik LTD. ŞTİ. Havacılık, Uzay ve Savunma sanayi için parçalar tasarlamakta ve üretmektedir. Bu bağlamda müşterilerimize, kompozit parçaların tasarımları hususunda tam destek sağlamaktayız. Firmamızda teknisyen kadrosu ile görevlendirilecek  çalışma arkadaşları aramaktayız.   Çalışma yeri, ANKARA (Saray) da yer almaktadır.  Meslek Lisesi veya Meslek Yüksek Okulu Torna-Tesviye, CNC, Makine Teknolojileri, Mekatronik, Ağaç İşleri,  gibi bölümlerinin birinden mezun Daha öncesinde kompozit alanında en az 2 yıl tecrübeye sahip olması aranan kriterler arasındadır. El becerisine sahip, zaman yönetimi konusunda başarılı ve disiplinli, takım çalışmasına yatkın ve iletişim becerileri gelişmiş, çözüm odaklı,  bay bayan teknisyen çalışma arkadaşları aramaktayız. Erkek adaylar için askerlik görevini tamamlamış olmalıdır.  İş Tanımı ; Kompozit Üretim Teknisyeni","Kompozit Üretim Teknisyeni","Tecrübeli ve Tecrübesiz","Lise ","Tam Zamanlı","1234"
"607","Havacılık Teknik A.Ş.","Havacılık","İstanbul   ","1 Ağustos – 31 Ekim 2022 tarihleri arasında geçici süreli görevlendirmek üzere;İstanbul, Antalya, İzmir ve Dalaman’da ikamet eden/edebilecek,B1 veya B1  B2 Hava aracı Bakım Teknisyeni Lisansı sahibi, ((Part 145 EASA Yetkilendirilmeye uygun Lisans sahiplerinin müracaat etmesi önemle rica olunur)Airbus 319/320/321 (V2500/CFM56) serisi ve A330 (RR Trent 700) tip kursu olan,Boeing 737-300/400/500 - Boeing 737-600/700/800/900 tip kursu olan,En az 5 yıl deneyimli,B sınıfı sürücü belgesi sahibi,İyi derecede İngilizce bilgisi olan,Yüksek motivasyon ve vardiyalı çalışma düzeninde farklı istasyonlarda çalışabilecek çalışma arkadaşları arıyoruz.Son 2 yıl içerisinde bir kısmı son 1 yılda olmak şartıyla 6 aylık tecrübeye(100gün) veya son 1 yıl içerisinde alınmış yeni tip kursuna sahip olmayan adaylar değerlendirmeye alınmayacaktır.","Uçak Teknisyeni","En az 5 yıl tecrübeli","Lise ","Dönemsel ve Proje Bazlı","1234"
"608","BARİDA MAKİNA SANAYİTİCARET LTD.ŞTİ.","Bilişim Makine ve Ekipmanları","Bursa","_x000D_
_x000D_
Üniversitelerin ilgili mühendislik bölümlerinden mezun;,Siemens,Omron,Mitsubishi plc ve ekranlarını ileri derecede programlayabilen;Sinamics serisi veya muadili servo programlama bilgisi olan ,servo projesi yapmış;_x000D_
_x000D_
Abb,Fanuc,Kuka,Staubli robot programlama yapmış ve proje devreye almış Tercihen otomotiv sektöründe çalışmış,Sonuç ve çözüm odaklı, analitik düşünebilen, proaktif, detaycı, yaratıcı, iş geliştirme özelliklerine sahip,Takım çalışmasına yatkın, _x000D_
C   ve C# yazılım geliştirmede en az 3 yıl tecrübeli, _x000D_
Eplan Program bilgisine sahip, _x000D_
Ms SQL veritabanı ile yazılım geliştirmiş, _x000D_
V.B yazılım gelişmede en az 3 yıl tecrübeli, _x000D_
PLC kontrollü hatlarda veri toplama yazılımları yapmış, _x000D_
WEB tabanlı veri tabanı yazılımı tecrübesi tercih sebebidir, _x000D_
En az 2-3 yıl database tabanlı yazılım projesi deneyimli, _x000D_
Tercihen Otomasyon PLC-HMİ yazılım bilgisine sahip, _x000D_
Siemens,Omron,Schneider plc ve ekranları iyi derecede bilen,Servo ve hareket uygulamaları yapmış, _x000D_
Yurtiçi, yurtdışı seyahat engeli olmayan, _x000D_
B sınıfı ehliyeti olan, _x000D_
Erkek adaylar için, askerliğini tamamlamış, _x000D_
Bursa' da ikamet eden/edebilecek çalışma arkadaşları aramaktayız._x000D_
","Otomasyon Yazılım Uzmanı","En az 3 yıl tecrübeli"," Lisans ","Tam Zamanlı","1234"
